Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score (0-100),Promotion_Status
EMP1592,Finance,47,95434,4,35,71,No
EMP1593,Operations,54,43562,7,54,62,No
EMP1594,Marketing,35,89510,10,38,87,Yes
EMP1595,Sales,52,101407,19,56,56,No
EMP1596,Finance,41,32610,4,42,85,No
EMP1597,Sales,25,134381,2,36,59,No
EMP1598,R&D,26,117918,21,37,83,Yes
EMP1599,Finance,58,40791,18,51,80,Yes
EMP1600,Finance,42,83047,14,46,54,No
EMP1601,IT,38,125848,16,46,83,Yes
EMP1602,Finance,34,128826,22,45,85,Yes
EMP1603,HR,30,92906,11,51,97,Yes
EMP1604,Marketing,33,44665,10,31,61,No
EMP1605,Marketing,51,95246,17,59,89,Yes
EMP1606,Sales,50,90864,14,37,91,Yes
EMP1607,R&D,23,71451,22,46,45,No
EMP1608,Finance,50,128883,4,42,43,No
EMP1609,HR,26,111148,19,47,97,Yes
EMP1610,Sales,49,70890,2,53,62,No
EMP1611,IT,28,31794,7,57,83,No
EMP1612,Sales,53,57888,9,51,84,Yes
EMP1613,Sales,37,31749,19,57,58,No
EMP1614,Finance,31,71531,16,39,93,Yes
EMP1615,IT,33,140652,22,31,84,Yes
EMP1616,Sales,31,45608,16,31,70,No
EMP1617,HR,51,105986,18,56,83,Yes
EMP1618,HR,48,94211,23,43,91,Yes
EMP1619,Marketing,26,145382,21,45,42,No
EMP1620,IT,36,108996,21,36,67,No
EMP1621,IT,24,81017,11,50,42,No
EMP1622,Marketing,55,128947,7,50,53,No
EMP1623,Sales,46,82676,9,53,57,No
EMP1624,IT,32,36560,4,41,66,No
EMP1625,HR,31,79401,13,57,90,Yes
EMP1626,HR,57,75468,4,52,99,No
EMP1627,Finance,45,140884,19,57,49,No
EMP1628,IT,38,57463,2,43,88,No
EMP1629,Sales,39,56663,9,54,54,No
EMP1630,Marketing,43,138687,12,33,58,No
EMP1631,Marketing,58,93706,2,55,48,No
EMP1632,Sales,38,83773,6,33,43,No
EMP1633,R&D,46,58123,5,47,54,No
EMP1634,Operations,26,119346,5,32,90,No
EMP1635,Finance,24,34718,20,30,87,Yes
EMP1636,Marketing,49,87637,22,46,47,No
EMP1637,IT,54,25028,5,36,88,No
EMP1638,Finance,37,87370,4,59,92,No
EMP1639,IT,36,72599,9,45,40,No
EMP1640,R&D,22,42397,22,59,46,No
EMP1641,HR,54,134198,10,34,92,Yes
EMP1642,Finance,28,132323,16,48,70,No
EMP1643,Marketing,33,70406,10,36,57,No
EMP1644,Finance,28,72657,10,43,51,No
EMP1645,Finance,50,92560,19,31,87,Yes
EMP1646,Finance,52,148178,10,32,69,No
EMP1647,Operations,56,129143,6,46,72,No
EMP1648,Finance,50,149745,17,45,98,Yes
EMP1649,IT,21,38503,5,37,86,No
EMP1650,HR,59,79943,6,47,46,No
EMP1651,R&D,37,100839,24,44,67,No
EMP1652,Sales,40,107674,15,36,88,Yes
EMP1653,Finance,44,50345,19,56,42,No
EMP1654,Marketing,42,143423,18,38,82,Yes
EMP1655,Finance,49,75390,4,35,45,No
EMP1656,Marketing,42,120041,8,47,70,No
EMP1657,IT,29,84557,16,47,77,Yes
EMP1658,Marketing,57,90054,24,54,54,No
EMP1659,Sales,30,26906,19,55,46,No
EMP1660,HR,56,65167,20,53,82,Yes
EMP1661,Marketing,57,32961,3,43,69,No
EMP1662,Marketing,48,51140,10,43,66,No
EMP1663,HR,48,149098,2,43,56,No
EMP1664,Sales,41,144289,4,54,94,No
EMP1665,Finance,44,83701,6,33,57,No
EMP1666,Marketing,22,102567,11,33,61,No
EMP1667,HR,28,105664,14,44,95,Yes
EMP1668,IT,47,106199,16,44,92,Yes
EMP1669,HR,42,124764,21,47,65,No
EMP1670,IT,57,106218,19,43,90,Yes
EMP1671,Sales,47,147357,2,55,66,No
EMP1672,Finance,49,105729,17,30,79,Yes
EMP1673,HR,23,53561,9,39,63,No
EMP1674,R&D,33,75568,17,58,91,Yes
EMP1675,R&D,30,134349,15,49,47,No
EMP1676,Operations,56,98302,7,39,60,No
EMP1677,Marketing,29,120380,22,39,68,No
EMP1678,Sales,47,119968,23,56,82,Yes
EMP1679,HR,54,54504,19,53,60,No
EMP1680,R&D,21,141116,3,31,42,No
EMP1681,Marketing,52,62146,1,58,70,No
EMP1682,R&D,45,65297,4,57,94,No
EMP1683,HR,49,111394,18,56,66,No
EMP1684,IT,27,93607,8,37,85,Yes
EMP1685,HR,23,41939,19,30,66,No
EMP1686,Operations,40,115467,23,30,48,No
EMP1687,HR,40,75715,23,33,96,Yes
EMP1688,HR,50,69460,6,36,72,No
EMP1689,Operations,55,91576,1,38,72,No
EMP1690,Sales,55,93222,8,45,65,No
EMP1691,HR,59,37666,1,34,67,No
EMP1692,Operations,47,87119,19,31,83,Yes
EMP1693,Marketing,46,60321,11,57,82,Yes
EMP1694,IT,34,26779,21,52,70,No
EMP1695,IT,37,38186,24,40,92,Yes
EMP1696,HR,38,41459,15,47,40,No
EMP1697,Sales,49,111246,23,54,59,No
EMP1698,Sales,40,112755,11,54,51,No
EMP1699,Marketing,47,30057,19,48,56,No
EMP1700,HR,38,85663,21,42,54,No
EMP1701,IT,24,43733,10,53,73,No
EMP1702,Sales,21,44157,24,40,89,Yes
EMP1703,HR,21,60030,12,49,55,No
EMP1704,R&D,46,44613,1,48,43,No
EMP1705,Sales,40,133612,24,46,47,No
EMP1706,Operations,43,140080,7,34,73,No
EMP1707,R&D,30,108028,17,42,85,Yes
EMP1708,Sales,31,111282,10,59,64,No
EMP1709,IT,25,30188,6,56,54,No
EMP1710,Finance,21,132106,17,49,67,No
EMP1711,R&D,37,54680,18,30,48,No
EMP1712,Marketing,42,128361,5,39,41,No
EMP1713,Marketing,54,85119,18,37,56,No
EMP1714,IT,49,127302,17,53,97,Yes
EMP1715,Sales,24,99400,22,58,49,No
EMP1716,HR,25,80718,16,37,48,No
EMP1717,Sales,31,61445,8,48,70,No
EMP1718,IT,41,30796,24,35,41,No
EMP1719,Marketing,55,72218,13,41,63,No
EMP1720,Sales,32,64131,24,57,58,No
EMP1721,Marketing,46,33123,16,36,56,No
EMP1722,R&D,39,33222,11,45,82,Yes
EMP1723,HR,27,49074,6,38,88,No
EMP1724,R&D,27,136958,3,50,49,No
EMP1725,Marketing,46,141088,1,54,89,No
EMP1726,Marketing,25,54825,18,51,94,Yes
EMP1727,Finance,41,61839,5,39,67,No
EMP1728,Finance,34,132112,13,39,77,Yes
EMP1729,R&D,24,93322,10,39,87,Yes
EMP1730,Operations,43,81321,5,49,67,No
EMP1731,R&D,40,124174,14,58,98,Yes
EMP1732,Finance,35,127500,17,45,89,Yes
EMP1733,Marketing,49,135100,1,30,91,No
EMP1734,IT,28,50988,2,46,89,No
EMP1735,R&D,39,60507,7,59,40,No
EMP1736,Marketing,59,124244,10,55,99,Yes
EMP1737,IT,48,123644,20,50,42,No
EMP1738,IT,47,120251,7,58,54,No
EMP1739,Finance,24,48806,24,43,91,Yes
EMP1740,R&D,35,61901,16,48,49,No
EMP1741,Sales,55,42043,5,50,60,No
EMP1742,HR,57,100761,12,50,76,Yes
EMP1743,Finance,21,34752,17,46,54,No
EMP1744,Finance,23,93993,16,43,62,No
EMP1745,Sales,44,67616,20,37,53,No
EMP1746,HR,47,77127,16,50,54,No
EMP1747,Marketing,56,99777,19,50,49,No
EMP1748,Operations,54,25453,15,38,95,Yes
EMP1749,R&D,49,100432,12,37,48,No
EMP1750,Operations,44,147872,21,42,83,Yes
EMP1751,Marketing,44,112362,10,46,78,Yes
EMP1752,Finance,24,35976,22,48,44,No
EMP1753,HR,23,139176,2,57,64,No
EMP1754,Finance,54,124122,7,36,95,No
EMP1755,IT,43,95404,13,46,81,Yes
EMP1756,Finance,43,106932,3,30,96,No
EMP1757,Finance,25,122170,15,34,65,No
EMP1758,Marketing,51,102707,1,54,47,No
EMP1759,Marketing,26,114647,3,35,61,No
EMP1760,Marketing,57,58688,10,55,91,Yes
EMP1761,Operations,30,111840,15,31,64,No
EMP1762,IT,27,142106,22,56,87,Yes
EMP1763,Marketing,59,132810,6,54,51,No
EMP1764,HR,58,129779,20,45,48,No
EMP1765,Operations,41,118789,15,51,49,No
EMP1766,Sales,40,121516,24,34,87,Yes
EMP1767,HR,23,27017,21,34,49,No
EMP1768,R&D,42,32957,7,41,48,No
EMP1769,R&D,24,139534,21,32,65,No
EMP1770,HR,48,132724,5,59,74,No
EMP1771,Marketing,32,29792,4,45,66,No
EMP1772,Sales,58,80982,22,35,99,Yes
EMP1773,Sales,56,38237,18,44,70,No
EMP1774,Operations,25,76586,3,44,58,No
EMP1775,Sales,33,106787,17,58,82,Yes
EMP1776,R&D,43,44252,18,45,77,Yes
EMP1777,IT,50,35707,18,49,45,No
EMP1778,Marketing,57,59206,24,42,54,No
EMP1779,Sales,45,119276,24,41,68,No
EMP1780,Operations,47,28543,2,39,86,No
EMP1781,R&D,34,69135,13,43,84,Yes
EMP1782,IT,56,141469,22,31,93,Yes
EMP1783,Finance,59,138824,15,58,44,No
EMP1784,Finance,36,129647,5,32,53,No
EMP1785,IT,42,60031,3,38,92,No
EMP1786,R&D,41,67929,5,40,41,No
EMP1787,Operations,41,90747,5,40,62,No
EMP1788,IT,28,82851,5,54,83,No
EMP1789,Marketing,36,80311,3,51,91,No
EMP1790,Marketing,51,137113,3,39,85,No
EMP1791,Finance,30,130331,20,55,58,No
EMP1792,Sales,52,90867,23,43,63,No
EMP1793,Operations,54,113780,18,38,59,No
EMP1794,Finance,29,82196,20,49,86,Yes
EMP1795,Sales,37,98705,4,56,66,No
EMP1796,Sales,31,82894,1,50,91,No
EMP1797,Marketing,52,112640,16,39,63,No
EMP1798,R&D,30,132437,8,51,56,No
EMP1799,HR,42,39591,17,58,64,No
EMP1800,R&D,37,122247,8,38,85,Yes
EMP1801,HR,24,73893,7,58,94,No
EMP1802,IT,45,25727,8,34,70,No
EMP1803,Marketing,41,46359,21,37,67,No
EMP1804,Sales,57,68822,24,40,89,Yes
EMP1805,Operations,58,126547,12,30,98,Yes
EMP1806,HR,21,140336,16,50,67,No
EMP1807,R&D,45,128399,12,39,61,No
EMP1808,Sales,56,137113,19,30,95,Yes
EMP1809,HR,37,113534,10,55,98,Yes
EMP1810,HR,44,35929,7,59,44,No
EMP1811,HR,22,85091,12,51,93,Yes
EMP1812,Operations,35,105378,20,36,83,Yes
EMP1813,Marketing,52,48519,5,57,81,No
EMP1814,Operations,59,42393,16,43,47,No
EMP1815,Finance,26,59318,9,34,77,Yes
EMP1816,Sales,21,99531,7,46,67,No
EMP1817,Marketing,43,119192,20,51,96,Yes
EMP1818,Marketing,59,72934,22,55,86,Yes
EMP1819,Marketing,37,130796,14,50,51,No
EMP1820,R&D,54,135805,11,35,96,Yes
EMP1821,Marketing,49,106103,7,45,64,No
EMP1822,Operations,29,53840,10,40,77,Yes
EMP1823,Marketing,33,143089,9,39,83,Yes
EMP1824,IT,26,114367,4,44,54,No
EMP1825,Sales,26,38265,16,36,83,Yes
EMP1826,Marketing,40,30424,10,52,80,Yes
EMP1827,Sales,23,45625,19,31,90,Yes
EMP1828,IT,37,104622,24,41,92,Yes
EMP1829,IT,32,54187,17,48,73,No
EMP1830,Sales,21,60929,9,41,99,Yes
EMP1831,HR,37,86892,13,45,84,Yes
EMP1832,Finance,23,45539,1,35,52,No
EMP1833,R&D,46,81630,2,32,47,No
EMP1834,HR,35,115639,13,31,98,Yes
EMP1835,HR,56,118410,24,49,52,No
EMP1836,Operations,52,34215,9,34,75,Yes
EMP1837,R&D,52,64385,7,40,45,No
EMP1838,R&D,24,112580,16,55,77,Yes
EMP1839,HR,38,102462,19,54,71,No
EMP1840,Marketing,39,138396,7,32,60,No
EMP1841,Operations,55,122037,6,32,83,No
EMP1842,Operations,34,120310,18,51,83,Yes
EMP1843,IT,53,50008,19,34,88,Yes
EMP1844,R&D,34,73928,11,51,98,Yes
EMP1845,HR,54,108096,12,52,46,No
EMP1846,IT,24,114876,10,40,65,No
EMP1847,Sales,44,49976,13,32,54,No
EMP1848,Finance,49,138942,12,42,95,Yes
EMP1849,Operations,39,149984,21,50,88,Yes
EMP1850,Sales,26,52626,10,37,81,Yes
EMP1851,Sales,53,123256,20,49,62,No
EMP1852,Marketing,39,125537,18,39,91,Yes
EMP1853,Finance,21,84789,4,31,77,No
EMP1854,Sales,25,29700,24,33,80,Yes
EMP1855,Sales,47,134331,5,47,54,No
EMP1856,Finance,36,88645,5,48,87,No
EMP1857,Finance,26,145594,12,33,92,Yes
EMP1858,Sales,33,98396,3,49,79,No
EMP1859,Finance,55,32526,8,55,55,No
EMP1860,Sales,39,128863,22,38,71,No
EMP1861,Sales,32,64500,2,45,76,No
EMP1862,Marketing,36,93049,18,55,57,No
EMP1863,HR,30,98366,9,35,59,No
EMP1864,Sales,45,105317,13,54,85,Yes
EMP1865,IT,40,84117,7,33,41,No
EMP1866,Operations,51,81096,10,38,94,Yes
EMP1867,R&D,24,32910,9,56,62,No
EMP1868,HR,43,106383,22,42,69,No
EMP1869,HR,22,96185,15,38,42,No
EMP1870,HR,42,75248,5,35,85,No
EMP1871,Marketing,57,99656,12,50,78,Yes
EMP1872,Sales,28,26951,1,48,86,No
EMP1873,Marketing,27,90212,12,43,88,Yes
EMP1874,Sales,34,100701,22,50,40,No
EMP1875,Marketing,23,104888,6,44,80,No
EMP1876,Marketing,36,100282,19,32,61,No
EMP1877,Operations,39,134274,19,34,68,No
EMP1878,IT,38,119533,16,50,53,No
EMP1879,Marketing,36,66954,19,47,87,Yes
EMP1880,Operations,28,114719,3,43,67,No
EMP1881,Finance,53,33804,23,45,60,No
EMP1882,IT,32,117705,10,43,84,Yes
EMP1883,Marketing,31,25595,18,38,71,No
EMP1884,R&D,25,54592,13,44,45,No
EMP1885,HR,47,65643,18,36,93,Yes
EMP1886,Finance,32,148721,3,43,40,No
EMP1887,Finance,37,87665,23,35,60,No
EMP1888,Operations,26,45823,3,50,96,No
EMP1889,Finance,53,30972,23,44,43,No
EMP1890,IT,25,40882,12,49,42,No
EMP1891,Marketing,48,91394,20,37,88,Yes
EMP1892,Marketing,34,96055,7,31,69,No
EMP1893,R&D,25,48769,24,37,70,No
EMP1894,HR,53,50020,8,30,73,No
EMP1895,Operations,39,67748,9,55,58,No
EMP1896,HR,42,127621,14,46,59,No
EMP1897,Finance,25,110374,5,48,62,No
EMP1898,R&D,22,69912,21,34,93,Yes
EMP1899,HR,50,37879,19,59,98,Yes
EMP1900,IT,59,58798,21,51,79,Yes
EMP1901,Marketing,24,132791,16,49,64,No
EMP1902,Finance,53,114826,24,45,54,No
EMP1903,R&D,33,71073,12,36,77,Yes
EMP1904,HR,40,100791,21,36,62,No
EMP1905,Operations,27,91983,4,47,91,No
EMP1906,IT,35,68005,8,47,41,No
EMP1907,IT,43,119731,7,31,96,No
EMP1908,HR,34,27850,15,44,96,Yes
EMP1909,Marketing,43,53400,6,43,54,No
EMP1910,HR,39,149948,5,47,91,No
EMP1911,Finance,49,36953,14,58,83,Yes
EMP1912,HR,40,131410,21,38,74,No
EMP1913,IT,49,48535,13,43,49,No
EMP1914,R&D,44,100536,10,34,53,No
EMP1915,HR,38,100039,18,40,66,No
EMP1916,Marketing,30,146640,4,37,93,No
EMP1917,R&D,28,106029,8,34,53,No
EMP1918,Operations,46,29055,24,58,74,No
EMP1919,Sales,49,63170,11,40,72,No
EMP1920,HR,30,122944,17,34,91,Yes
EMP1921,Marketing,37,132585,18,46,40,No
EMP1922,R&D,22,124976,21,51,73,No
EMP1923,Marketing,26,53251,11,33,58,No
EMP1924,Operations,25,29532,16,44,63,No
EMP1925,IT,48,29924,12,48,81,Yes
EMP1926,Marketing,25,73037,13,51,43,No
EMP1927,R&D,38,103082,16,31,75,Yes
EMP1928,Marketing,46,117115,23,53,52,No
EMP1929,Marketing,40,96621,21,46,97,Yes
EMP1930,Marketing,47,102926,1,41,71,No
EMP1931,Finance,32,103816,16,54,48,No
EMP1932,Finance,27,114654,15,53,78,Yes
EMP1933,IT,23,95400,6,46,55,No
EMP1934,HR,30,132620,12,39,89,Yes
EMP1935,Marketing,54,124525,8,57,42,No
EMP1936,Operations,45,126164,7,54,91,No
EMP1937,HR,55,117385,2,47,59,No
EMP1938,Operations,36,118102,12,48,49,No
EMP1939,HR,22,35702,21,47,95,Yes
EMP1940,IT,44,131732,14,42,97,Yes
EMP1941,Marketing,30,40385,16,43,97,Yes
EMP1942,Marketing,58,34336,11,53,61,No
EMP1943,Sales,42,90421,20,45,87,Yes
EMP1944,Operations,46,56225,9,47,42,No
EMP1945,HR,59,61021,10,55,50,No
EMP1946,HR,47,28782,17,47,64,No
EMP1947,Finance,49,113877,12,45,81,Yes
EMP1948,Sales,58,140454,6,46,87,No
EMP1949,R&D,40,142369,19,36,47,No
EMP1950,R&D,47,114630,11,41,48,No
EMP1951,Finance,40,74111,9,31,54,No
EMP1952,Finance,39,114402,21,39,71,No
EMP1953,Finance,40,144774,6,34,92,No
EMP1954,Operations,55,147652,24,50,42,No
EMP1955,Operations,22,109585,16,32,43,No
EMP1956,IT,50,67719,20,48,69,No
EMP1957,IT,54,121528,16,42,52,No
EMP1958,Finance,42,74037,6,41,83,No
EMP1959,Sales,23,105103,5,32,60,No
EMP1960,HR,26,134987,21,35,80,Yes
EMP1961,Operations,35,28513,4,43,96,No
EMP1962,Sales,47,140183,2,33,85,No
EMP1963,Marketing,30,38335,6,42,58,No
EMP1964,Operations,29,69140,9,48,78,Yes
EMP1965,Operations,53,129126,17,47,87,Yes
EMP1966,IT,52,105373,14,58,61,No
EMP1967,HR,26,102658,7,32,59,No
EMP1968,HR,56,59840,22,49,76,Yes
EMP1969,R&D,22,56007,19,35,70,No
EMP1970,R&D,49,81947,1,45,49,No
EMP1971,R&D,24,131833,20,49,57,No
EMP1972,R&D,21,143637,15,53,82,Yes
EMP1973,Marketing,39,145721,18,32,78,Yes
EMP1974,Marketing,46,118220,3,41,85,No
EMP1975,Operations,45,51393,18,48,59,No
EMP1976,Finance,30,82480,2,48,57,No
EMP1977,IT,35,142243,10,53,50,No
EMP1978,IT,42,113290,11,33,61,No
EMP1979,R&D,41,111335,24,30,98,Yes
EMP1980,Operations,42,129263,3,31,83,No
EMP1981,Sales,56,34107,7,42,57,No
EMP1982,Finance,54,30993,8,59,97,Yes
EMP1983,Operations,50,121341,19,55,73,No
EMP1984,Finance,45,118650,18,58,62,No
EMP1985,Finance,48,128325,13,42,40,No
EMP1986,Finance,21,149980,13,59,94,Yes
EMP1987,Operations,24,142595,24,31,49,No
EMP1988,R&D,27,77066,19,59,92,Yes
EMP1989,IT,29,136850,23,48,40,No
EMP1990,IT,56,67942,12,51,77,Yes
EMP1991,R&D,39,41138,17,53,78,Yes
EMP1992,Finance,21,143558,22,45,88,Yes
EMP1993,Sales,30,69527,12,41,48,No
EMP1994,HR,56,34190,13,30,70,No
EMP1995,Operations,29,117259,12,38,46,No
EMP1996,HR,52,144773,19,46,56,No
EMP1997,R&D,52,103422,14,39,74,No
EMP1998,Sales,26,80698,7,47,87,No
EMP1999,Operations,58,107315,13,48,76,Yes
EMP2000,R&D,37,118710,6,36,91,No
EMP2001,Finance,30,54086,24,54,57,No
EMP2002,IT,47,42322,19,48,72,No
EMP2003,HR,55,133132,19,53,43,No
EMP2004,Marketing,41,125814,4,44,62,No
EMP2005,Marketing,45,144324,19,38,50,No
EMP2006,Sales,48,108569,9,39,91,Yes
EMP2007,Finance,35,110610,16,52,48,No
EMP2008,HR,24,28435,4,49,69,No
EMP2009,Finance,49,126505,6,49,47,No
EMP2010,HR,29,78331,8,33,79,Yes
EMP2011,Sales,47,53942,24,35,44,No
EMP2012,Sales,46,84635,16,33,51,No
EMP2013,Marketing,39,54059,5,34,40,No
EMP2014,Finance,48,82557,21,38,54,No
EMP2015,Operations,37,138457,22,41,64,No
EMP2016,Marketing,40,77389,10,52,57,No
EMP2017,Finance,59,78014,23,37,77,Yes
EMP2018,Marketing,43,57826,13,50,81,Yes
EMP2019,Operations,52,55297,14,34,85,Yes
EMP2020,IT,53,68890,7,58,92,No
EMP2021,IT,25,46322,20,40,65,No
EMP2022,IT,54,60739,6,52,79,No
EMP2023,IT,31,34719,7,40,98,No
EMP2024,R&D,23,104553,5,42,42,No
EMP2025,HR,53,33314,21,43,93,Yes
EMP2026,R&D,31,118831,18,57,61,No
EMP2027,R&D,36,100164,23,37,65,No
EMP2028,R&D,38,132658,12,54,58,No
EMP2029,IT,50,102028,6,59,83,No
EMP2030,Operations,30,61113,1,47,83,No
EMP2031,Sales,38,142174,4,48,86,No
EMP2032,Sales,58,40357,19,41,99,Yes
EMP2033,HR,39,123865,12,41,78,Yes
EMP2034,IT,56,45365,15,47,98,Yes
EMP2035,IT,33,64029,3,39,75,No
EMP2036,IT,23,26737,23,36,60,No
EMP2037,Marketing,30,99632,20,57,80,Yes
EMP2038,Finance,58,110474,8,47,93,Yes
EMP2039,Marketing,21,103218,11,41,87,Yes
EMP2040,Finance,47,149606,16,43,65,No
EMP2041,IT,28,52499,9,44,52,No
EMP2042,IT,37,135027,3,45,75,No
EMP2043,Marketing,29,135402,5,31,63,No
EMP2044,Marketing,26,132430,20,59,80,Yes
EMP2045,Finance,45,71157,14,59,65,No
EMP2046,Sales,59,81247,15,47,60,No
EMP2047,Finance,48,66034,6,41,57,No
EMP2048,Marketing,53,25294,4,45,54,No
EMP2049,Operations,57,123072,8,42,54,No
EMP2050,Marketing,29,49596,19,49,45,No
EMP2051,Operations,38,123185,5,46,82,No
EMP2052,HR,41,36434,13,47,70,No
EMP2053,Marketing,22,83382,16,32,67,No
EMP2054,HR,58,63098,1,52,47,No
EMP2055,Sales,56,29655,13,39,68,No
EMP2056,Finance,57,108029,22,30,60,No
EMP2057,Operations,35,71228,11,35,56,No
EMP2058,Finance,48,28771,21,32,95,Yes
EMP2059,HR,38,99099,8,48,96,Yes
EMP2060,Operations,54,145811,8,33,88,Yes
EMP2061,Finance,42,81799,24,58,63,No
EMP2062,Marketing,31,87257,14,49,97,Yes
EMP2063,IT,33,42558,13,52,99,Yes
EMP2064,HR,24,124468,3,32,89,No
EMP2065,Finance,42,83436,4,37,75,No
EMP2066,HR,27,132779,20,37,70,No
EMP2067,R&D,44,149891,15,56,86,Yes
EMP2068,HR,24,148725,15,58,73,No
EMP2069,Operations,48,117103,21,36,41,No
EMP2070,R&D,35,148400,13,31,81,Yes
EMP2071,Operations,21,57376,9,50,42,No
EMP2072,IT,23,144154,10,35,69,No
EMP2073,R&D,34,112458,12,57,47,No
EMP2074,Marketing,58,102924,14,45,91,Yes
EMP2075,HR,21,54332,1,39,46,No
EMP2076,Finance,58,71737,14,33,51,No
EMP2077,Sales,58,114031,14,42,97,Yes
EMP2078,HR,41,98970,8,39,58,No
EMP2079,HR,49,76952,16,50,65,No
EMP2080,IT,25,45991,14,43,67,No
EMP2081,Marketing,30,52472,1,38,54,No
EMP2082,Sales,48,84946,16,40,53,No
EMP2083,R&D,41,130566,18,52,87,Yes
EMP2084,R&D,27,51849,7,47,98,No
EMP2085,R&D,23,26541,15,40,53,No
EMP2086,Operations,40,27765,24,46,42,No
EMP2087,Operations,39,68074,17,31,89,Yes
EMP2088,Finance,55,127795,19,32,68,No
EMP2089,Sales,24,54283,23,40,99,Yes
EMP2090,R&D,25,126387,13,47,93,Yes
EMP2091,Operations,21,145044,9,56,45,No
EMP2092,Finance,24,125161,24,32,88,Yes
EMP2093,Marketing,32,25769,24,55,62,No
EMP2094,Finance,47,42806,15,44,67,No
EMP2095,Operations,43,115518,3,40,53,No
EMP2096,IT,45,27972,24,40,53,No
EMP2097,IT,41,43256,1,57,59,No
EMP2098,R&D,44,128903,16,59,52,No
EMP2099,IT,45,43653,8,57,66,No
EMP2100,R&D,52,128579,23,54,99,Yes
EMP2101,R&D,52,111669,13,49,74,No
EMP2102,Operations,25,64339,8,57,84,Yes
EMP2103,IT,56,50757,17,54,95,Yes
EMP2104,R&D,59,128376,22,40,41,No
EMP2105,Sales,36,67399,23,48,80,Yes
EMP2106,Marketing,53,69013,14,57,84,Yes
EMP2107,Finance,41,122605,21,30,79,Yes
EMP2108,Finance,29,39706,21,56,87,Yes
EMP2109,Operations,26,63231,7,34,63,No
EMP2110,IT,55,52909,15,39,68,No
EMP2111,IT,59,130754,16,39,42,No
EMP2112,R&D,42,101631,19,43,84,Yes
EMP2113,HR,25,82572,6,31,43,No
EMP2114,R&D,43,110879,23,33,89,Yes
EMP2115,Marketing,37,88767,1,31,41,No
EMP2116,Sales,32,51469,12,47,59,No
EMP2117,Finance,43,26313,18,42,93,Yes
EMP2118,R&D,36,32847,16,48,92,Yes
EMP2119,HR,23,75222,12,34,54,No
EMP2120,HR,50,99702,20,49,88,Yes
EMP2121,R&D,42,34930,13,31,71,No
EMP2122,Operations,29,28285,8,40,81,Yes
EMP2123,Finance,49,148637,22,59,40,No
EMP2124,Operations,57,60863,1,59,77,No
EMP2125,Sales,43,41704,21,55,74,No
EMP2126,HR,33,43705,7,47,90,No
EMP2127,HR,52,25555,15,59,46,No
EMP2128,Marketing,43,46323,22,35,84,Yes
EMP2129,Sales,37,95968,13,52,52,No
EMP2130,HR,41,91922,13,57,88,Yes
EMP2131,Sales,22,78915,9,39,40,No
EMP2132,Finance,57,134543,24,51,53,No
EMP2133,IT,26,35619,15,52,68,No
EMP2134,HR,38,97390,4,46,97,No
EMP2135,Marketing,50,133500,13,51,42,No
EMP2136,Finance,42,139337,12,40,85,Yes
EMP2137,R&D,53,84274,5,48,63,No
EMP2138,Sales,50,98173,7,46,40,No
EMP2139,R&D,37,46225,8,53,87,Yes
EMP2140,Operations,52,136266,5,33,49,No
EMP2141,Finance,34,51739,9,55,52,No
EMP2142,R&D,30,72708,14,53,75,Yes
EMP2143,HR,56,78019,12,55,48,No
EMP2144,Sales,54,101154,4,43,53,No
EMP2145,IT,29,127097,20,56,75,Yes
EMP2146,Finance,48,32373,8,49,49,No
EMP2147,HR,31,60281,17,33,79,Yes
EMP2148,Marketing,34,45187,8,57,62,No
EMP2149,Operations,59,92863,21,43,74,No
EMP2150,Sales,39,122927,1,55,94,No
EMP2151,Finance,35,132113,20,33,46,No
EMP2152,Finance,48,109085,2,35,81,No
EMP2153,IT,44,142996,4,59,74,No
EMP2154,IT,28,64220,24,38,41,No
EMP2155,Marketing,29,147755,21,50,54,No
EMP2156,Operations,53,32642,1,41,48,No
EMP2157,Marketing,53,104971,7,58,86,No
EMP2158,HR,39,80556,1,55,56,No
EMP2159,HR,23,58760,9,59,78,Yes
EMP2160,Marketing,30,63192,3,37,91,No
EMP2161,Operations,21,149257,12,53,57,No
EMP2162,Marketing,49,29381,19,33,54,No
EMP2163,Operations,54,121583,15,56,57,No
EMP2164,Operations,33,44558,22,55,63,No
EMP2165,R&D,21,55782,16,54,62,No
EMP2166,Sales,54,29782,10,54,51,No
EMP2167,Operations,49,116417,22,34,62,No
EMP2168,IT,33,79712,6,35,60,No
EMP2169,Operations,49,130764,17,34,65,No
EMP2170,Operations,59,119945,21,48,47,No
EMP2171,Operations,44,44462,22,56,69,No
EMP2172,R&D,46,85030,24,37,73,No
EMP2173,R&D,37,93519,17,38,41,No
EMP2174,HR,27,81411,21,44,44,No
EMP2175,R&D,33,80206,19,33,70,No
EMP2176,IT,25,122469,18,54,72,No
EMP2177,IT,46,71950,11,38,93,Yes
EMP2178,R&D,23,27523,24,36,43,No
EMP2179,Marketing,27,85926,7,37,45,No
EMP2180,Sales,59,34677,10,44,62,No
EMP2181,R&D,21,100828,7,48,84,No
EMP2182,Operations,37,40089,5,44,58,No
EMP2183,Finance,45,29581,12,34,82,Yes
EMP2184,Sales,23,36907,16,48,84,Yes
EMP2185,Sales,35,30609,21,36,47,No
