StudentID,Date,BehaviorType,Notes,note 1 ,note 2,note 3,note 4,note 5,note 6,note 7
S0183,11/10/2024,Participative,Cup guy identify contain for.,Cup,guy,identify,contain,for,,
S0184,2/28/2025,Participative,Paper significant usually money material door far.,Paper,significant,usually,money,material,door,far
S0184,12/19/2024,Participative,Movie reason interview north.,Movie,reason,interview,north,,,
S0184,11/1/2024,Late,May former never upon deal.,May,former,never,upon,deal,,
S0184,5/25/2025,Disruptive,List green president set anything wall.,List,green,president,set,anything,wall,
S0184,12/28/2024,Participative,Center kid treat better short.,Center,kid,treat,better,short,,
S0185,5/21/2025,Absent without notice,Herself rate throw send commercial.,Herself,rate,throw,send,commercial,,
S0185,4/30/2025,Disruptive,Evidence mind feel house culture could science.,Evidence,mind,feel,house,culture,could,science
S0185,1/1/2025,Late,Class yes operation parent glass.,Class,yes,operation,parent,glass,,
S0185,12/9/2024,Participative,List miss art hear environmental authority clear.,List,miss,art,hear,environmental,authority,clear
S0185,7/8/2024,Disruptive,Must let space sure player understand.,Must,let,space,sure,player,understand,
S0185,5/23/2025,Absent without notice,Amount trouble month feel age.,Amount,trouble,month,feel,age,,
S0185,9/14/2024,Helpful,Police citizen participant perhaps citizen simply.,Police,citizen,participant,perhaps,citizen,simply,
S0185,6/22/2024,Absent without notice,Bar action wrong again information the.,Bar,action,wrong,again,information,the,
S0185,9/30/2024,Helpful,Not impact beautiful wear.,Not,impact,beautiful,wear,,,
S0186,9/27/2024,Helpful,Protect practice discover than result.,Protect,practice,discover,than,result,,
S0186,11/20/2024,Participative,Gas prepare support draw.,Gas,prepare,support,draw,,,
S0186,4/5/2025,Absent without notice,College call my position side sign.,College,call,my,position,side,sign,
S0186,1/14/2025,Absent without notice,Himself fine politics world cut street me.,Himself,fine,politics,world,cut,street,me
S0186,6/13/2025,Disruptive,Clear partner forward the her every.,Clear,partner,forward,the,her,every,
S0186,3/20/2025,Helpful,Dream rather this necessary majority drop western.,Dream,rather,this,necessary,majority,drop,western
S0187,11/20/2024,Participative,Society seem country herself stay.,Society,seem,country,herself,stay,,
S0187,4/2/2025,Disruptive,Direction minute decade sound.,Direction,minute,decade,sound,,,
S0187,10/2/2024,Participative,Then side site upon right similar.,Then,side,site,upon,right,similar,
S0187,7/26/2024,Late,Player local training.,Player,local,training,,,,
S0187,7/14/2024,Late,Compare light stand culture offer scene.,Compare,light,stand,culture,offer,scene,
S0187,3/5/2025,Disruptive,Space approach the answer.,Space,approach,the,answer,,,
S0187,4/8/2025,Absent without notice,Market surface style.,Market,surface,style,,,,
S0188,10/23/2024,Disruptive,Trouble rock environmental while.,Trouble,rock,environmental,while,,,
S0188,10/3/2024,Disruptive,Others rock approach be management sound speak.,Others,rock,approach,be,management,sound,speak
S0188,10/10/2024,Helpful,Task movement much father enter sort management.,Task,movement,much,father,enter,sort,management
S0188,7/19/2024,Late,Front more under father visit drug.,Front,more,under,father,visit,drug,
S0188,11/6/2024,Participative,Exactly model policy.,Exactly,model,policy,,,,
S0188,2/28/2025,Participative,Little scene operation from.,Little,scene,operation,from,,,
S0188,11/26/2024,Participative,Man set writer economy.,Man,set,writer,economy,,,
S0189,3/11/2025,Late,Also director per feel.,Also,director,per,feel,,,
S0189,11/3/2024,Disruptive,Natural ball election begin benefit.,Natural,ball,election,begin,benefit,,
S0189,11/5/2024,Disruptive,Local road argue attention many physical successful.,Local,road,argue,attention,many,physical,successful
S0190,5/4/2025,Absent without notice,Land huge soon yeah each reveal.,Land,huge,soon,yeah,each,reveal,
S0190,1/20/2025,Absent without notice,Example once mouth family purpose glass total.,Example,once,mouth,family,purpose,glass,total
S0190,10/28/2024,Absent without notice,Model dog building wall mention identify people painting.,Model,dog,building,wall,mention,identify,people
S0190,1/19/2025,Late,Remain by both test town four last.,Remain,by,both,test,town,four,last
S0190,1/1/2025,Disruptive,I share edge commercial life ball more.,I,share,edge,commercial,life,ball,more
S0190,12/15/2024,Absent without notice,Guess throughout example.,Guess,throughout,example,,,,
S0191,1/13/2025,Late,Before power common base test behavior end.,Before,power,common,base,test,behavior,end
S0191,8/16/2024,Disruptive,Stay card last usually like.,Stay,card,last,usually,like,,
S0191,2/11/2025,Helpful,Meeting money candidate human.,Meeting,money,candidate,human,,,
S0191,5/18/2025,Helpful,Call too discover road true government.,Call,too,discover,road,TRUE,government,
S0191,4/27/2025,Disruptive,Relate add each ahead to early find.,Relate,add,each,ahead,to,early,find
S0191,7/14/2024,Helpful,Difference church cup once large.,Difference,church,cup,once,large,,
S0192,10/16/2024,Late,Which leave week structure recent west second.,Which,leave,week,structure,recent,west,second
S0192,10/3/2024,Helpful,Could paper activity animal.,Could,paper,activity,animal,,,
S0192,4/15/2025,Late,Play occur example bank particularly tax.,Play,occur,example,bank,particularly,tax,
S0192,12/25/2024,Disruptive,Although left finally mind blood culture remember.,Although,left,finally,mind,blood,culture,remember
S0192,5/16/2025,Absent without notice,Order believe result one there.,Order,believe,result,one,there,,
S0192,4/13/2025,Participative,Audience market behind maybe safe accept.,Audience,market,behind,maybe,safe,accept,
S0192,7/8/2024,Late,Treat there make evidence.,Treat,there,make,evidence,,,
S0192,4/23/2025,Participative,Dream early together next look security.,Dream,early,together,next,look,security,
S0192,4/3/2025,Helpful,Health while call speak thousand least.,Health,while,call,speak,thousand,least,
S0193,11/16/2024,Late,Ready improve paper movie beautiful notice miss.,Ready,improve,paper,movie,beautiful,notice,miss
S0193,8/23/2024,Participative,Style consumer any weight while million Mrs.,Style,consumer,any,weight,while,million,Mrs
S0193,4/19/2025,Participative,Industry thing then player right purpose test service.,Industry,thing,then,player,right,purpose,test
S0193,1/8/2025,Late,Recognize exist also same administration particular.,Recognize,exist,also,same,administration,particular,
S0193,12/24/2024,Late,Wonder throw watch line boy would role site.,Wonder,throw,watch,line,boy,would,role
S0193,8/16/2024,Late,Tree PM language and allow.,Tree,PM,language,and,allow,,
S0193,9/20/2024,Participative,Theory fish various smile keep across after bit.,Theory,fish,various,smile,keep,across,after
S0193,6/24/2024,Absent without notice,Plan food speak west boy TV.,Plan,food,speak,west,boy,TV,
S0193,4/15/2025,Helpful,Well institution get two history discussion possible.,Well,institution,get,two,history,discussion,possible
S0194,12/7/2024,Participative,American thank appear receive.,American,thank,appear,receive,,,
S0194,10/11/2024,Helpful,Financial whatever international.,Financial,whatever,international,,,,
S0194,12/11/2024,Late,Vote social low resource out put song.,Vote,social,low,resource,out,put,song
S0194,5/2/2025,Late,Culture individual age what.,Culture,individual,age,what,,,
S0194,12/5/2024,Late,Wrong join star professor.,Wrong,join,star,professor,,,
S0194,6/5/2025,Participative,Believe including help sell.,Believe,including,help,sell,,,
S0195,1/21/2025,Absent without notice,Benefit trip little line benefit great feeling talk.,Benefit,trip,little,line,benefit,great,feeling
S0195,6/3/2025,Late,End himself wife but share.,End,himself,wife,but,share,,
S0195,2/1/2025,Helpful,House doctor foreign we.,House,doctor,foreign,we,,,
S0195,8/31/2024,Disruptive,Hope big career list federal final middle matter.,Hope,big,career,list,federal,final,middle
S0195,4/17/2025,Participative,Must owner appear position include eight.,Must,owner,appear,position,include,eight,
S0196,9/18/2024,Absent without notice,Whether through painting.,Whether,through,painting,,,,
S0196,10/19/2024,Absent without notice,Side guy final source.,Side,guy,final,source,,,
S0196,3/9/2025,Absent without notice,Baby edge fly since.,Baby,edge,fly,since,,,
S0196,4/10/2025,Absent without notice,Artist world face prove effort nor herself.,Artist,world,face,prove,effort,nor,herself
S0196,3/17/2025,Absent without notice,Position forget those organization without just.,Position,forget,those,organization,without,just,
S0196,4/3/2025,Absent without notice,West ok stand stand.,West,ok,stand,stand,,,
S0197,3/2/2025,Absent without notice,Begin particular population success.,Begin,particular,population,success,,,
S0197,1/28/2025,Late,Assume message different.,Assume,message,different,,,,
S0197,11/10/2024,Disruptive,Prevent I lot she situation job.,Prevent,I,lot,she,situation,job,
S0197,12/1/2024,Disruptive,Low who enjoy accept land.,Low,who,enjoy,accept,land,,
S0197,5/5/2025,Participative,Consumer response later.,Consumer,response,later,,,,
S0197,9/18/2024,Absent without notice,Easy event use side fine receive.,Easy,event,use,side,fine,receive,
S0197,4/8/2025,Participative,Different reason industry certain size natural medical.,Different,reason,industry,certain,size,natural,medical
S0197,1/1/2025,Helpful,Market entire such such.,Market,entire,such,such,,,
S0198,11/27/2024,Late,Follow speech once Mrs.,Follow,speech,once,Mrs,,,
S0198,2/14/2025,Helpful,Court between agree price include after.,Court,between,agree,price,include,after,
S0198,2/7/2025,Disruptive,Public wish former while maintain day sign eat.,Public,wish,former,while,maintain,day,sign
S0198,3/27/2025,Helpful,Others exactly stage stuff huge.,Others,exactly,stage,stuff,huge,,
S0198,11/28/2024,Helpful,Lawyer table actually recent rise trip result image.,Lawyer,table,actually,recent,rise,trip,result
S0199,1/6/2025,Participative,Much technology large data add face.,Much,technology,large,data,add,face,
S0199,9/4/2024,Helpful,Score network alone bag product study party.,Score,network,alone,bag,product,study,party
S0199,9/24/2024,Participative,Including add it Mrs fly task.,Including,add,it,Mrs,fly,task,
S0200,1/20/2025,Helpful,New air order resource management.,New,air,order,resource,management,,
S0200,1/12/2025,Absent without notice,Quality unit attorney human.,Quality,unit,attorney,human,,,
S0200,8/12/2024,Helpful,Present unit Congress than bar month.,Present,unit,Congress,than,bar,month,
S0200,2/6/2025,Disruptive,Indeed several head garden.,Indeed,several,head,garden,,,
S0200,9/23/2024,Absent without notice,Couple probably once dog church home.,Couple,probably,once,dog,church,home,
S0200,2/1/2025,Participative,Indicate cold sign defense player front.,Indicate,cold,sign,defense,player,front,
S0200,4/16/2025,Absent without notice,Candidate window land poor consumer Congress.,Candidate,window,land,poor,consumer,Congress,
S0201,11/7/2024,Absent without notice,Medical conference know wall game store best.,Medical,conference,know,wall,game,store,best
S0201,10/18/2024,Late,Themselves option ahead end campaign scientist sort.,Themselves,option,ahead,end,campaign,scientist,sort
S0201,2/26/2025,Disruptive,Responsibility general same drop.,Responsibility,general,same,drop,,,
S0201,11/21/2024,Late,Grow ask individual listen.,Grow,ask,individual,listen,,,
S0201,1/14/2025,Disruptive,Claim economy himself usually number use nearly.,Claim,economy,himself,usually,number,use,nearly
S0201,6/23/2024,Absent without notice,Seem factor night recent.,Seem,factor,night,recent,,,
S0202,10/21/2024,Late,Sit central identify position.,Sit,central,identify,position,,,
S0202,12/20/2024,Participative,Apply especially board feel care.,Apply,especially,board,feel,care,,
S0202,1/18/2025,Disruptive,Official before no charge.,Official,before,no,charge,,,
S0202,9/19/2024,Late,Deal option stuff coach high power military.,Deal,option,stuff,coach,high,power,military
S0202,4/7/2025,Late,Heart idea range western.,Heart,idea,range,western,,,
S0202,7/19/2024,Absent without notice,Actually each choose study window.,Actually,each,choose,study,window,,
S0202,6/8/2025,Disruptive,Deal analysis ok rate.,Deal,analysis,ok,rate,,,
S0202,8/7/2024,Late,Dream central series beat safe.,Dream,central,series,beat,safe,,
S0202,7/13/2024,Participative,Condition sit nation chance unit table four.,Condition,sit,nation,chance,unit,table,four
S0203,2/27/2025,Helpful,Moment particular home become.,Moment,particular,home,become,,,
S0203,9/11/2024,Helpful,Week fish respond stage care value.,Week,fish,respond,stage,care,value,
S0203,5/16/2025,Helpful,Instead moment front wish rest in media place.,Instead,moment,front,wish,rest,in,media
S0203,11/13/2024,Late,However image become.,However,image,become,,,,
S0203,7/25/2024,Late,Number across nor human happen agreement keep.,Number,across,nor,human,happen,agreement,keep
S0203,10/9/2024,Participative,Organization however history middle start even music.,Organization,however,history,middle,start,even,music
S0203,11/30/2024,Participative,Even final wrong foreign.,Even,final,wrong,foreign,,,
S0203,8/10/2024,Absent without notice,Station of each center hospital town especially.,Station,of,each,center,hospital,town,especially
S0204,3/25/2025,Participative,Education animal pressure summer which speak table represent.,Education,animal,pressure,summer,which,speak,table
S0204,5/28/2025,Participative,Exactly poor offer land green rock.,Exactly,poor,offer,land,green,rock,
S0204,11/22/2024,Helpful,Real audience push power.,Real,audience,push,power,,,
S0204,6/15/2025,Participative,Change remember catch guy approach there culture.,Change,remember,catch,guy,approach,there,culture
S0205,4/7/2025,Late,If stuff effort forward sit none.,If,stuff,effort,forward,sit,none,
S0205,5/8/2025,Late,Peace theory movement difficult left experience head.,Peace,theory,movement,difficult,left,experience,head
S0205,1/10/2025,Helpful,Add sport interest someone history indicate.,Add,sport,interest,someone,history,indicate,
S0205,11/7/2024,Participative,Hour short hair finish.,Hour,short,hair,finish,,,
S0205,7/28/2024,Absent without notice,Onto least church season hard business ever.,Onto,least,church,season,hard,business,ever
S0205,1/4/2025,Absent without notice,Score board everything well.,Score,board,everything,well,,,
S0205,2/24/2025,Absent without notice,If bed officer hotel get.,If,bed,officer,hotel,get,,
S0205,8/26/2024,Absent without notice,Section interview six structure about nature.,Section,interview,six,structure,about,nature,
S0206,12/7/2024,Helpful,With pay different involve conference film feeling.,With,pay,different,involve,conference,film,feeling
S0206,4/24/2025,Participative,Month effect prevent human.,Month,effect,prevent,human,,,
S0206,9/21/2024,Participative,Nice clearly year artist buy foot.,Nice,clearly,year,artist,buy,foot,
S0206,11/18/2024,Helpful,Before story detail city condition.,Before,story,detail,city,condition,,
S0206,10/16/2024,Participative,Include never stop forward.,Include,never,stop,forward,,,
S0206,4/15/2025,Participative,Wish world research arm.,Wish,world,research,arm,,,
S0206,1/21/2025,Absent without notice,Can weight across then difficult.,Can,weight,across,then,difficult,,
S0206,2/6/2025,Late,Experience control ever first law.,Experience,control,ever,first,law,,
S0206,12/31/2024,Helpful,Figure wait say these provide.,Figure,wait,say,these,provide,,
S0207,1/19/2025,Absent without notice,Property story operation health do admit.,Property,story,operation,health,do,admit,
S0207,3/30/2025,Helpful,Throw huge father board unit talk action.,Throw,huge,father,board,unit,talk,action
S0207,1/5/2025,Disruptive,Republican home themselves store.,Republican,home,themselves,store,,,
S0207,1/1/2025,Helpful,Interest land police church into military available work.,Interest,land,police,church,into,military,available
S0208,1/11/2025,Late,Back teach institution reach center.,Back,teach,institution,reach,center,,
S0208,4/6/2025,Late,Sing partner other people American inside however.,Sing,partner,other,people,American,inside,however
S0208,5/13/2025,Helpful,Note every lot own Mr.,Note,every,lot,own,Mr,,
S0208,3/20/2025,Participative,Open doctor level mission public push authority.,Open,doctor,level,mission,public,push,authority
S0208,1/27/2025,Helpful,End more left.,End,more,left,,,,
S0208,3/23/2025,Disruptive,Green on try bill senior must.,Green,on,try,bill,senior,must,
S0208,7/10/2024,Disruptive,Consumer event relationship arm many character.,Consumer,event,relationship,arm,many,character,
S0208,10/1/2024,Helpful,Everyone expert yeah door.,Everyone,expert,yeah,door,,,
S0209,2/12/2025,Late,Hard church west notice treat way husband.,Hard,church,west,notice,treat,way,husband
S0209,11/28/2024,Disruptive,Employee speak item newspaper buy.,Employee,speak,item,newspaper,buy,,
S0209,3/3/2025,Disruptive,Standard cultural number evidence hair everyone team candidate.,Standard,cultural,number,evidence,hair,everyone,team
S0209,6/1/2025,Helpful,Three pay reduce fear rock scientist.,Three,pay,reduce,fear,rock,scientist,
S0209,6/28/2024,Late,Send order fish sport bring.,Send,order,fish,sport,bring,,
S0209,1/4/2025,Late,Brother discover all animal grow.,Brother,discover,all,animal,grow,,
S0210,7/25/2024,Helpful,Land total cell within entire.,Land,total,cell,within,entire,,
S0210,9/10/2024,Disruptive,Organization minute trip available though through.,Organization,minute,trip,available,though,through,
S0210,12/29/2024,Helpful,Method various green too.,Method,various,green,too,,,
S0210,4/18/2025,Absent without notice,Per late beautiful third.,Per,late,beautiful,third,,,
S0210,11/4/2024,Late,Record nor describe control large manager key.,Record,nor,describe,control,large,manager,key
S0210,2/27/2025,Disruptive,Even whom explain alone.,Even,whom,explain,alone,,,
S0211,9/22/2024,Absent without notice,Quality yet put yet boy.,Quality,yet,put,yet,boy,,
S0211,3/31/2025,Helpful,Wind capital bag speak central.,Wind,capital,bag,speak,central,,
S0211,5/4/2025,Helpful,Good difference possible just through strong.,Good,difference,possible,just,through,strong,
S0211,7/5/2024,Absent without notice,One dream everybody.,One,dream,everybody,,,,
S0211,8/20/2024,Disruptive,Along stage specific chance forget.,Along,stage,specific,chance,forget,,
S0211,10/10/2024,Participative,Whose early wait memory lose my history.,Whose,early,wait,memory,lose,my,history
S0211,5/18/2025,Participative,Word race parent response already federal able.,Word,race,parent,response,already,federal,able
S0212,6/9/2025,Helpful,Whether certainly bad create chair.,Whether,certainly,bad,create,chair,,
S0212,8/7/2024,Absent without notice,We program carry no voice our policy may.,We,program,carry,no,voice,our,policy
S0212,4/15/2025,Participative,Young sort sometimes recent.,Young,sort,sometimes,recent,,,
S0212,11/22/2024,Helpful,Public your apply use nation image girl.,Public,your,apply,use,nation,image,girl
S0213,6/6/2025,Disruptive,Commercial role rock partner find way onto.,Commercial,role,rock,partner,find,way,onto
S0213,7/22/2024,Participative,Pretty sure account wall.,Pretty,sure,account,wall,,,
S0213,9/27/2024,Helpful,Style own sound catch source choice.,Style,own,sound,catch,source,choice,
S0213,1/1/2025,Helpful,Company camera increase affect.,Company,camera,increase,affect,,,
S0213,7/2/2024,Helpful,Every about true him only physical voice.,Every,about,TRUE,him,only,physical,voice
S0213,8/4/2024,Late,Avoid vote parent pattern.,Avoid,vote,parent,pattern,,,
S0213,3/12/2025,Disruptive,Relate part our trip manage another structure.,Relate,part,our,trip,manage,another,structure
S0214,2/1/2025,Late,Subject at direction reveal himself reality.,Subject,at,direction,reveal,himself,reality,
S0214,10/13/2024,Late,Final carry behavior chance agent without inside.,Final,carry,behavior,chance,agent,without,inside
S0214,8/2/2024,Absent without notice,Total situation friend run.,Total,situation,friend,run,,,
S0214,11/30/2024,Helpful,Around impact will news measure.,Around,impact,will,news,measure,,
S0214,8/15/2024,Helpful,Performance letter allow condition side.,Performance,letter,allow,condition,side,,
S0214,8/11/2024,Helpful,During believe off behavior list star.,During,believe,off,behavior,list,star,
S0215,9/13/2024,Disruptive,Own few together let attention meet.,Own,few,together,let,attention,meet,
S0215,9/27/2024,Absent without notice,Drive spring improve.,Drive,spring,improve,,,,
S0215,9/22/2024,Helpful,Rise development through source.,Rise,development,through,source,,,
S0215,1/1/2025,Helpful,Data common mind husband option.,Data,common,mind,husband,option,,
S0215,3/28/2025,Participative,Poor adult lawyer seat soon trip community.,Poor,adult,lawyer,seat,soon,trip,community
S0215,12/21/2024,Disruptive,Above under leg none.,Above,under,leg,none,,,
S0216,10/26/2024,Absent without notice,Drug story realize animal cost during source.,Drug,story,realize,animal,cost,during,source
S0216,2/23/2025,Absent without notice,Return improve political black issue section.,Return,improve,political,black,issue,section,
S0216,6/16/2025,Helpful,Make once effect those.,Make,once,effect,those,,,
S0216,8/13/2024,Absent without notice,President list stuff summer size agent page.,President,list,stuff,summer,size,agent,page
S0216,4/4/2025,Absent without notice,According stop amount develop.,According,stop,amount,develop,,,
S0217,1/23/2025,Disruptive,Matter view kitchen by information challenge fire something.,Matter,view,kitchen,by,information,challenge,fire
S0217,9/3/2024,Disruptive,Democrat audience way want final each.,Democrat,audience,way,want,final,each,
S0217,7/19/2024,Helpful,Design recently visit.,Design,recently,visit,,,,
S0217,2/19/2025,Disruptive,Result call site father across former now sister.,Result,call,site,father,across,former,now
S0217,12/6/2024,Helpful,Fear turn successful hand.,Fear,turn,successful,hand,,,
S0217,10/7/2024,Participative,Right shake performance because change rich.,Right,shake,performance,because,change,rich,
S0217,10/5/2024,Participative,Care bad leave scene every employee.,Care,bad,leave,scene,every,employee,
S0217,11/6/2024,Helpful,Successful both arm far together brother.,Successful,both,arm,far,together,brother,
S0217,2/9/2025,Absent without notice,Fall stuff country.,Fall,stuff,country,,,,
S0218,7/20/2024,Late,Better daughter participant young his which listen base.,Better,daughter,participant,young,his,which,listen
S0218,9/12/2024,Participative,Just single education role else these.,Just,single,education,role,else,these,
S0218,8/28/2024,Helpful,Pattern would guy property become wind at.,Pattern,would,guy,property,become,wind,at
S0218,12/12/2024,Absent without notice,Base hair design style.,Base,hair,design,style,,,
S0218,9/12/2024,Absent without notice,Account through himself whether.,Account,through,himself,whether,,,
S0218,6/11/2025,Late,Arm benefit full those page listen.,Arm,benefit,full,those,page,listen,
S0218,4/30/2025,Absent without notice,Much defense suggest.,Much,defense,suggest,,,,
S0219,2/1/2025,Late,Themselves degree side child laugh democratic sometimes.,Themselves,degree,side,child,laugh,democratic,sometimes
S0219,7/19/2024,Late,Congress store rather hundred activity despite task.,Congress,store,rather,hundred,activity,despite,task
S0219,6/18/2024,Disruptive,Own score chair north forward.,Own,score,chair,north,forward,,
S0219,12/1/2024,Helpful,Particular out event sound chair two different.,Particular,out,event,sound,chair,two,different
S0219,8/12/2024,Absent without notice,Stuff role leader understand professor assume camera.,Stuff,role,leader,understand,professor,assume,camera
S0219,1/8/2025,Disruptive,Science song second receive side.,Science,song,second,receive,side,,
S0219,8/23/2024,Late,Design term his camera much risk.,Design,term,his,camera,much,risk,
S0219,7/1/2024,Disruptive,Raise couple audience sometimes.,Raise,couple,audience,sometimes,,,
S0220,12/21/2024,Participative,Sell player trip minute recognize should learn.,Sell,player,trip,minute,recognize,should,learn
S0220,3/15/2025,Late,Group return let attack sometimes six.,Group,return,let,attack,sometimes,six,
S0220,12/8/2024,Absent without notice,Coach about bed both.,Coach,about,bed,both,,,
S0220,5/25/2025,Late,Cause lose former explain late.,Cause,lose,former,explain,late,,
S0221,1/23/2025,Late,Court billion answer into.,Court,billion,answer,into,,,
S0221,11/1/2024,Participative,Last economic understand quickly born.,Last,economic,understand,quickly,born,,
S0221,7/15/2024,Late,Hotel hot throughout either special decide provide.,Hotel,hot,throughout,either,special,decide,provide
S0222,4/10/2025,Absent without notice,Point full be again we from win.,Point,full,be,again,we,from,win
S0222,11/12/2024,Helpful,Late movement language personal generation.,Late,movement,language,personal,generation,,
S0222,12/2/2024,Absent without notice,Choice population person production.,Choice,population,person,production,,,
S0222,7/8/2024,Disruptive,Role dog blue.,Role,dog,blue,,,,
S0222,11/29/2024,Late,Marriage person can himself consider both term.,Marriage,person,can,himself,consider,both,term
S0222,4/13/2025,Disruptive,Family wonder lot increase.,Family,wonder,lot,increase,,,
S0222,3/4/2025,Helpful,Always science voice think skill rise.,Always,science,voice,think,skill,rise,
S0222,8/20/2024,Absent without notice,Attack a occur production finally whole time walk.,Attack,a,occur,production,finally,whole,time
S0222,10/10/2024,Helpful,Future voice late analysis nearly often training.,Future,voice,late,analysis,nearly,often,training
S0222,3/26/2025,Helpful,Wish wear reflect old.,Wish,wear,reflect,old,,,
S0223,9/25/2024,Participative,Great just suggest establish bed.,Great,just,suggest,establish,bed,,
S0223,3/25/2025,Helpful,Quite image join full.,Quite,image,join,full,,,
S0223,10/27/2024,Absent without notice,Low believe student third.,Low,believe,student,third,,,
S0223,5/8/2025,Helpful,Else look government first lot of.,Else,look,government,first,lot,of,
S0223,5/21/2025,Late,Product land station tax politics soon cause perhaps.,Product,land,station,tax,politics,soon,cause
S0223,3/12/2025,Disruptive,American movie fact difference carry property size.,American,movie,fact,difference,carry,property,size
S0223,5/30/2025,Absent without notice,One very some whom single.,One,very,some,whom,single,,
S0224,9/18/2024,Late,Full nation happy season rest north.,Full,nation,happy,season,rest,north,
S0224,8/11/2024,Disruptive,Full always address who not just face.,Full,always,address,who,not,just,face
S0224,12/8/2024,Participative,Difficult face tough hold success sort.,Difficult,face,tough,hold,success,sort,
S0224,5/2/2025,Absent without notice,Happy democratic prepare sure.,Happy,democratic,prepare,sure,,,
S0224,4/1/2025,Participative,Four drive look seven window pay.,Four,drive,look,seven,window,pay,
S0224,12/24/2024,Late,Ability adult fire attention that pattern night.,Ability,adult,fire,attention,that,pattern,night
S0224,11/11/2024,Helpful,Fast source probably material.,Fast,source,probably,material,,,
S0224,7/21/2024,Helpful,Available front candidate society.,Available,front,candidate,society,,,
S0224,3/1/2025,Absent without notice,Bar member white race image.,Bar,member,white,race,image,,
S0225,10/9/2024,Disruptive,Risk cultural administration man.,Risk,cultural,administration,man,,,
S0225,4/20/2025,Late,Bar may commercial thus.,Bar,may,commercial,thus,,,
S0225,4/16/2025,Disruptive,For east couple dark president.,For,east,couple,dark,president,,
S0225,1/9/2025,Disruptive,Statement clearly building understand which.,Statement,clearly,building,understand,which,,
S0225,4/2/2025,Helpful,Show he practice once experience.,Show,he,practice,once,experience,,
S0225,12/21/2024,Disruptive,Onto need yeah charge often discussion drug.,Onto,need,yeah,charge,often,discussion,drug
S0225,7/29/2024,Absent without notice,General south bit six into.,General,south,bit,six,into,,
S0225,12/3/2024,Absent without notice,Wish cold just stage.,Wish,cold,just,stage,,,
S0225,10/12/2024,Participative,Ability image agreement attention consider early.,Ability,image,agreement,attention,consider,early,
S0225,11/4/2024,Late,Image create side available industry nice set.,Image,create,side,available,industry,nice,set
S0226,12/19/2024,Late,Than health one thought goal mention.,Than,health,one,thought,goal,mention,
S0226,6/27/2024,Participative,Between always off hold culture determine.,Between,always,off,hold,culture,determine,
S0226,9/15/2024,Disruptive,Itself sound firm prove range game hour.,Itself,sound,firm,prove,range,game,hour
S0226,8/3/2024,Absent without notice,Son course seem.,Son,course,seem,,,,
S0226,6/5/2025,Disruptive,Mouth kid could interview community season per.,Mouth,kid,could,interview,community,season,per
S0226,2/17/2025,Late,Enter white rate cut way fight.,Enter,white,rate,cut,way,fight,
S0227,12/16/2024,Disruptive,Item bank dog decision.,Item,bank,dog,decision,,,
S0227,11/19/2024,Helpful,Mouth able send friend we low.,Mouth,able,send,friend,we,low,
S0227,9/26/2024,Disruptive,Name without laugh lead most bank.,Name,without,laugh,lead,most,bank,
S0227,8/12/2024,Absent without notice,Message property part especially turn century.,Message,property,part,especially,turn,century,
S0227,4/14/2025,Helpful,Yet live decade soon model answer.,Yet,live,decade,soon,model,answer,
S0227,2/13/2025,Absent without notice,Bill bag agree offer Republican.,Bill,bag,agree,offer,Republican,,
S0227,5/14/2025,Disruptive,Appear yourself service last though member seat.,Appear,yourself,service,last,though,member,seat
S0228,5/21/2025,Disruptive,He person rock they hold debate.,He,person,rock,they,hold,debate,
S0228,10/28/2024,Late,Page national serious idea add.,Page,national,serious,idea,add,,
S0228,10/26/2024,Helpful,Phone perform by break beyond.,Phone,perform,by,break,beyond,,
S0228,4/25/2025,Disruptive,Several interesting with card sing opportunity consumer.,Several,interesting,with,card,sing,opportunity,consumer
S0228,9/16/2024,Absent without notice,Lay say get career majority.,Lay,say,get,career,majority,,
S0228,11/16/2024,Late,Writer defense still ground carry vote.,Writer,defense,still,ground,carry,vote,
S0229,7/12/2024,Absent without notice,Time government front reason better reach.,Time,government,front,reason,better,reach,
S0229,7/11/2024,Late,Think network rate trial of.,Think,network,rate,trial,of,,
S0229,8/5/2024,Absent without notice,Fire factor maybe worry far.,Fire,factor,maybe,worry,far,,
S0229,10/23/2024,Disruptive,Seat single society similar.,Seat,single,society,similar,,,
S0229,3/20/2025,Participative,Senior table court again choose miss property could.,Senior,table,court,again,choose,miss,property
S0229,6/22/2024,Absent without notice,Investment great candidate truth factor election growth.,Investment,great,candidate,truth,factor,election,growth
S0229,5/26/2025,Helpful,Yard including different stand.,Yard,including,different,stand,,,
S0229,2/17/2025,Absent without notice,Something similar off raise.,Something,similar,off,raise,,,
S0230,3/20/2025,Helpful,Cup skill society entire.,Cup,skill,society,entire,,,
S0230,8/22/2024,Helpful,Next degree along.,Next,degree,along,,,,
S0230,4/22/2025,Helpful,City board begin take end.,City,board,begin,take,end,,
S0230,1/29/2025,Participative,Next run right population various attack.,Next,run,right,population,various,attack,
S0230,6/9/2025,Disruptive,Left effect face program.,Left,effect,face,program,,,
S0230,1/6/2025,Absent without notice,I suddenly PM better.,I,suddenly,PM,better,,,
S0230,12/25/2024,Late,Its sound way reason plant.,Its,sound,way,reason,plant,,
S0230,5/19/2025,Disruptive,Notice art open decide.,Notice,art,open,decide,,,
